代码 / Code,名称 / Name,代码 / Code,备注 / Notes
K45,继电保护及自动装置,K40/49,主设备保护装置、屏台继电器、线路与母线保护装置、电力系统安全自动化装置、阻抗继电器及自动重合装置等。
K46,电力半导体器件、部件,K40/49,电力用整流二极管、晶闸管、整流管、整流器、逆变器、变频器、变流器、斩波器、电力电子开关等。
K47,输电线路器材,K40/49,输电线路铁塔、支柱、金具、穿钉、带电作业工具等。水泥电杆入Q14。
K48,绝缘子,K40/49,各种陶瓷、玻璃的高、低压绝缘子和绝缘套管等。
K49,避雷器,K40/49,直流和交流阀式避雷器、管式避雷器等。
K51,电站设备自动化装置,K50/59,自动监示、调节、数据采集系统及装置、控制设备、同期装置、远动装置等。
K52,发电机组,K50/59,汽油、柴油、燃气轮机发电机组、移动电站等。
K54,汽轮机及其辅助设备,K50/59,汽轮机及凝汽器、抽汽器等。工业用汽轮机入此。
K55,水轮机及其辅助设备,K50/59,
K56,燃汽轮机及其辅助设备,K50/59,
K58,内燃机及其辅助设备,K50/59,内燃机通用标准入J90/96。
K59,其它发电设备,K50/59,各种新型发电设备（如燃气、蒸气联合循环装置、硫流体发电）。发电车入S53。核电站有关核技术部分入F类。
K60,电气设备与器具综合,K60/69,术语、符号、通用试验方法、安全规则等。
K61,工业电热设备,K60/69,电阻炉、感应炉、真空电炉、中频电炉、电弧炉等。
K62,电气传动控制装置,K60/69,冶金、矿山、起重等机械电气传动控制装置等。
K63,牵引电气设备,K60/69,各种车辆用的牵引电气设备及通用附件等。准轨运输机车、动车用牵引电气设备入S35。
K64,电动工具,K60/69,金属切削、砂、磨、装配、建筑、道路、矿山、农林牧业等用的电动工具。
K65,其它电气器具,K60/69,
K70,电气照明综合,K70/79,术语、符号、型号、结构要素、专用材料、通用试验方法安全规则等。
K71,电光源产品,K70/79,白炽灯、高低压汞灯、钠灯、钨灯、氙灯、汞氙灯、金属卤化物等。
K72,一般灯具,K70/79,吊灯、台灯、壁灯、路灯、投光灯、体育场灯等用的灯具。
K73,特殊灯具,K70/79,工矿、航空、铁路、医疗、舞台、新闻、水下照明等用的灯具。防爆灯具入K35。专用标志与信号灯具按专业各入其类。
K74,灯具附件,K70/79,镇流器、启动器、灯头、灯座、开关等。
K80,电源综合,K80/89,术语、符号、电源设备分类、通用试验方法等。
K81,交直流电源装置,K80/89,稳压、变流、整流、变频等电源装置。
K82,化学电源,K80/89,原电池、燃料电池、贮备电池、仪器用电池等。
K83,物理电源,K80/89,温差发电器、热离子发电器、太阳光伏电源等。
K84,蓄电能装置,K80/89,铅蓄电池、蓄能器等。
K85,电源设备,K80/89,
K90,电工生产设备综合,K90/99,术语、符号、设计计算方法等。
K91,电工材料生产设备,K90/99,电线、电缆用退火、冷拨、涂漆、包绝缘层设备，绝缘材料制造设备等。
K92,电机生产设备,K90/99,线圈绕制、浸渍，外壳制造设备，张弓机、校正机等。
K93,电器生产设备,K90/99,
K94,电瓷生产设备,K90/99,泥料制备、真空挤制成型加工、研磨、熔烧、施釉、上砂、装配等设备。
K95,电光源与灯具生产设备,K90/99,吹泡机、接管机、绕线机等。
K96,蓄电池生产设备,K90/99,
K97,其他电工生产设备,K90/99,
L00,标准化、质量管理,L00/09,标准化工作法规、导则，质量管理法规、导则，产品质量认证制度等。
L01,技术管理,L00/09,技术文件管理、能源管理、设备与工具管理等。
L02,经济管理,L00/09,计划、供销、财务、劳资管理等。
L04,基础标准与通用方法,L00/09,术语、符号、分类、使用环境条件与试验方法。
L05,可靠性和可维护性,L00/09,对各类电子设备及其元器件的可靠性设计、要求、分析和预测，以及抽样、评定和热设计等。
L06,电磁兼容,L00/09,电子设备获得电磁兼容性的必要条件和程序，对人的电磁辐射的预测性和控制等。干扰和抗干扰入此。
L07,电子计算机应用,L00/09,
L08,标志、包装、运输、贮存,L00/09,各类电子产品的包装器材，包装和防护、贮存、运输的要求，测试和检验等。
L09,卫生、安全、劳动保护,L00/09,
L10,电子元件综合,L10/34,电子元件的系列、外形尺寸、一般规定、通用试验方法等。
L11,电容器,L10/34,各种介质的固定和可变电容器、真空电容器等。
L13,电阻器,L10/34,各种固定电阻器、可变电阻器、半可变电阻器。
L14,电位器,L10/34,
L15,敏感元器件及传感器,L10/34,热敏、湿敏、光敏、气敏、压敏、磁敏、力敏元器件及传感器等。
L17,电感器、变压器,L10/34,各种电感器、电源变压器、脉冲变压器、音频变压器、特殊变压器及其构件等。
L18,滤波器、延迟线,L10/34,各种晶体、压电陶瓷、机械、阻容网络滤波器、声表面波滤波器和延迟线。
L19,磁性元器件,L10/34,
L21,石英晶体、压电元件,L10/34,各种频率控制、选择用压电晶体单元和压电陶瓷器件、晶体振荡器、声表面波振荡器等。
L22,开关,L10/34,扭子、旋转、按键、微动、凸轮、键盘等各种开关。
L23,连接器,L10/34,矩形、圆形、印制电路、带状电缆以及射频、视频、音频、设备、仪器、电源用的各种连接器（包括压接、绕接连接器等）和光纤、光缆连接器。
L24,安装、接线连接件,L10/34,电子元器件用插座、灯座、保险丝座、接线座、接线板、接线片、焊片、贵金属接点等。
L25,继电器、斩波器,L10/34,电磁、电子、混合、热延时、密封、真空等各种继电器、斩波器。
L26,波导同轴元件及附件,L10/34,波导、同轴、谐振腔、功率分配、交换、阻抗、匹配、滤波灯元器件及附件等。
L30,印制电路,L10/34,印制版及其组件、器件。
L31,电声器件,L10/34,广播、通信用各种电声器件。助听器入此。
L33,电子设备专用微特电机,L10/34,伺服及随动系统用电机入此。手摇电机入K24。
L34,其他电子元器件,L10/34,
L35,电真空器件综合,L35/39,型号、命名、术语、参数、符号、外形尺寸、管基尺寸、引出帽连接尺寸、灯丝电压系列、通用测试方法等。
L36,收、发信管,L35/39,各种收、发信放大管和发射管。
L37,微波管,L35/39,磁控管、行波管、速调管、返波管、气体放电管、噪声管等。
L38,电子束管,L35/39,示私波管、显像管、指示管、显示管、摄像管、存贮管、测试图等。
L39,其他电真空器件,L35/39,射线管、光电倍增管、整流管、闸流管、放电管、数码显示管、真空开关管、稳压管、稳流管等。吸气剂入此。
L40,半导体分立器件综合,L40/49,术语、符号、型号命名、通用测试方法等。
L41,半导体二极管,L40/49,小信号二极管、电压调整二极管、基准电压二极管、电流调整二极管、隧道二极管、阶跃二极管、混频二极管、变容二极管等。
L42,半导体三极管,L40/49,高低频小功率三极管、高低频功率三极管（包括达林顿管）、开关三极管及三极以上的半导体管。
L43,半导体整流器件,L40/49,半导体整流器、整流二极管、闸流管、整流堆、整流桥等。
L44,场效应器件,L40/49,
L45,微波、毫米波二、三极管,L40/49,
L46,温差电致冷组件与器件,L40/49,致冷块、致冷、低温阻件、器件等。
L47,其他,L40/49,液晶体入此。
L50,光电子器件综合,L50/54,术语、符号、型号命名、外形尺寸、通用技术要求、试验方法、测试方法等。
L51,激光器件,L50/54,气、液、固体激光器等。
L52,红外器件,L50/54,红外辐射、红外探测器等。
L53,半导体发光器件,L50/54,发光二极管、光电子显示器等。
L54,半导体光敏器件,L50/54,光敏二极管、三极管等。
L55,微电路综合,L55/59,术语、符号、通用技术要求和试验方法等。
L56,半导体集成电路,L55/59,单片和多片数字电路、模拟电路、接口电路、微型电路、专用电路、电荷藕合器件等。
L57,膜集成电路,L55/59,薄膜集成电路、厚膜集成电路。
L58,混合集成电路,L55/59,各种半导体和膜混合集成电路、微波电路等。
L59,微型组件,L55/59,
L60,计算机综合,L60/69,术语、符号、计算机及其结构膜块的基础标准、通用技术条件、试验方法、检验规则、组装技术等。
L61,计算机的设计和质量评价,L60/69,
L62,计算机设备,L60/69,各种大、中、小型通用计算机、微型计算机、总线、专用计算机的技术条件和测试方法等。
L63,计算机外围设备,L60/69,磁带机、磁盘机、磁鼓机、纸带阅读机、显示器、绘图仪、打印机、联机设备、通信控制机、综端设备等。通用办公机具入Y54。
L64,数据媒体,L60/69,各种磁带、纸带、纸卡、磁盘、光盘、信贷卡、信别卡、连续格式纸等的尺寸和质量要求等。磁原带入G83。
L65,系统设备接口,L60/69,系统内部、外部接口。
L66,受计算机控制的电子器具,L60/69,机器人、电子游戏机、计算机听写系统等。
L67,计算机应用,L60/69,应用软件（包括术语），应用系统模块，CAD、CAM、CAT技术等。
L70,信息处理技术综合,L70/84,术语、符号等。
L71,编码、字符集、字符识别,L70/84,编码技术，字符识别，各种字符集在媒体上的表示方法，其他控制功能编码等。
L72,数据元表示方法,L70/84,数据元表示法规则，检验字符算法等。
L73,信息处理系统设计与文件编制,L70/84,以计算机为基础的符号、表格、图样、文件编制、程序设计、判决表等。
L74,程序语言,L70/84,各种通用、专用、高级、汇编、程控语言，数据描述语言等。
L75,标号和文卷结构,L70/84,磁带、磁盘的标号，数据文卷结构编制等。
L76,文本准备与交换,L70/84,文本结构，文本准备，有关符号，用户要求，文本交换程序等。
L77,软件工程,L70/84,软件工程、设计规范等。
L78,数据通信,L70/84,数据通信控制规程，公用数据网络，物理接口特性等。
L79,计算机开放与系统互连,L70/84,高层网络协议及开放系统互连。
L80,数据加密,L70/84,
L81,计算机图形,L70/84,
L85,电子测量与仪器综合,L85/89,术语、命名、误差、一般要求、通用试验方法、测量技术等。
L86,通用电子测量仪器设备及系统,L85/89,频率、时间和相位测量设备，信号发生器，电测量指示仪表，数字式电压表，电压标准功率测量设备，噪声测量设备，衰减测量设备，电路参数测量设备，场强、干扰测试仪等。
L87,电子试验用仪器设备,L85/89,测试接收机，电子元器件用的测量设备及其附件，各种环境条件试验和检验用的测量设备等。
L88,其他电子仪器设备,L85/89,
L89,电源、电源装置,L85/89,电子设备专用稳压、稳流、变频等电源装置。
L90,电子技术专用材料,L90/94,电子工业专用的各种特殊要求的材料及新型材料等。
L91,电子设备用导线、电缆,L90/94,射频、带状电缆和微细绝缘安装导线等。
L92,电子设备用绝缘零件,L90/94,各种陶瓷、塑料安装零件等。
L93,电子设备用金属件,L90/94,各种金属制零件、专用紧固件。
L94,电子设备机械结构件,L90/94,电子设备用机箱、机柜、面板、机架等。
L95,电子工业生产设备综合,L95/99,术语、符号、分类、命名等。
L96,表面防护设备,L95/99,
L97,加工专用设备,L95/99,金属与非金属切削、冲压、铸、锻、焊、热处理等专用设备、工具、模具及夹具，电子元器件、整机工艺加工专用设备等。通用工艺设备入J40/49。
L98,检验专用设备,L95/99,电子产品质量检验专用的设备。
L99,其他生产设备,L95/99,
M00,标准化、质量管理,M00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。
M01,技术管理,M00/09,技术文件管理，能源管理，设备、工具管理等。
M02,经济管理,M00/09,计划、供销、财务、劳资管理等。
M04,基础标准和通用方法,M00/09,术语、符号、产品分类和命名规则、使用环境条件及其试验方法、设计计算方法、防干扰、防雷、接地、设备和线路性能测试方法等。电子基础标准和通用方法入L类。
M05,通用零部件、线路器材,M00/09,通信、广播、电视中通用零部件、接插件、结构件、器材、线路器材等。通用电子元器件入L类。
M07,电子计算机应用,M00/09,
M08,标志、包装、运输、贮存,M00/09,
M09,卫生、安全、劳动保护,M00/09,
M10,通信网综合,M10/29,术语、符号、通用方法、电报电码、传真样张等。
M11,通信网技术体制,M10/29,市内电话网、全国自动电话和电报网、移动通信网、数字通信网、图像网等技术体制。
M12,通信网编号、信号、接续,M10/29,市内电话网、用户电报网及其他通信网的编号、电话信号等。
M13,通信网结构,M10/29,电话网、电报网、数字通信网、光通信、卫星通信网结构及数字网网同步等。
M14,通信网传输系统接口,M10/29,载波、微波、卫星等通信网接口。
M15,通信网性能指标及测试,M10/29,电路相位突变测试方法，通信网可靠性及其测量方法等。
M16,信息传输指标,M10/29,传真、图像、电报、电话、数字等传输标准。
M17,传输系统组群、频谱安排,M10/29,载波组群、PCM组群、载波、微波移动通信频谱等。
M18,通信设备容量系列,M10/29,载波传输系统频谱系列、卫星用载波终端系列、增量调制通信系列等。
M19,通信网设备互通技术要求和通信网接口,M10/29,通信网技术要求，交互型电视数据终端进网技术要求，数据用户与数字通信网接口，局部地区计算机网与公用数字通信网的接口等。
M20,通信交换机程控语言,M10/29,
M21,各种通信业务服务,M10/29,电话参考当量系统，文件传真主客观评定等。
M30,通信设备综合,M30/49,术语、符号、设计计算方法、通用技术要求、试验方法等。
M31,载波通信设备,M30/49,各类载波机、增音机、配套设备及测试方法等。
M32,数据通信设备,M30/49,数据传输、交换、终端设备及测试方法等。
M33,光通信设备,M30/49,光端机、配套设备，光纤光缆等。
M34,微波通信设备,M30/49,微波机、接力站、配套设备及测试方法等。
M35,卫星通信设备,M30/49,卫星地球站、配套设备及测试方法等。
M36,无线电通信设备,M30/49,无线电收、发信机，配套设备及测试方法等。
M37,移动通信设备,M30/49,移动台、中心站、汽车电话配套设备等。
M38,数字通信设备,M30/49,PCM设备、中继器、配套设备及测试方法等。
M39,传真电报设备,M30/49,各类传真机、配套设备，电报传输、交换、终端设备及测试方法等。
M40,电话通信设备,M30/49,电话叫唤机、电话机、配套设备等。
M41,通信用电源设备,M30/49,通信用电源及配套设备等。通用电源标准入K80/89。
M42,通信线路设备,M30/49,各类通信线路设备、配套设备及测试方法等。
M50,雷达、导航、遥控、遥测、天线综合,M50/59,术语、符号、设计计算方法、抗干扰要求、通用技术要求、试验方法等。
M51,天线及其馈线,M50/59,通信设备、雷达、导航、遥测用天线及其馈线、附件等。
M53,雷达、导航设备与系统,M50/59,
M54,遥控、遥测设备与系统,M50/59,
M57,电子系统工程,M50/59,系统、设备、接口、局部地区专用网络等。
M58,电子设备专用车厢、方舱,M50/59,
M60,广播、电视网综合,M60/69,术语、代号、识别信号、频道划分和指配、服务场强、保护率、节目质量评价方法，通用测试方法，测试信号、测试图、测试带等。
M61,广播、电视系统,M60/69,声音、图像、文字等广播制式、系统方案及其基本特性等。
M62,广播、电视网结构,M60/69,中波广播网、短波广播、长波广播、调频、立体声广播、电视广播网、卫星广播网、有线广播网（包括电缆电视）等。
M63,节目传输,M60/69,声音、图像、文字节目传输系统及其技术指标、测度方法、有线声音、图像节目、传输系统及其技术指标，测试方法，节目传输制及其特性等。
M64,节目传输系统接口,M60/69,音频、视频系统接口及有关接口的技术条件等。
M70,广播、电视设备综合,M70/79,术语、符号、体制、环境条件、计量单位、设备配备定额、测试信号、通用测试方法等。
M71,录制设备,M70/79,录音、录像设备，电唱盘及唱片、录音带、录像带等。磁原带入G82/83。
M72,音响、电声设备,M70/79,调音台、增音机、扩音机、监听机、混响器、延迟器、扬声器、话筒等。
M73,视频、脉冲系统设备,M70/79,摄像机、视频放大器、监示器、同步机等。
M74,广播、电视发送与接收设备,M70/79,中短波发射机、调频广播发射机、电视发射机、差转台、广播收音机、电视接收机和天线及预选器、遥控器、附件等。
M75,卫星广播设备,M70/79,
M76,工业与教育电视,M70/79,
M79,广播、电视设备的维护,M70/79,
M80,邮政综合,M80/89,术语、符号等。
M81,邮政网路体制,M80/89,投递网路、资费、时限、卡片、局和所的设置、运输等。
M82,邮政机械设备,M80/89,信函、包裹、报刊、汇兑等处理系统用的机械设备。
M83,邮件封装,M80/89,信封、信笺、邮袋和包裹、印刷品、封袋等。邮政运输汽车入T51，邮政铁路车辆入S51。
M84,邮政器具,M80/89,各种业务柜、橱、桌、台、筒、支架等。
M85,邮政编码、邮政枢纽内部工艺流程,M80/89,编码、结构、书写、编码本、信函、包裹、汇兑、发行、印刷等工艺流程。
M90,通信、广播设备生产机械综合,M90/99,
M91,通信设备生产机械、工具,M90/99,
M92,天线、雷达、导航、遥控设备生产机械、工具,M90/99,
M93,广播、电视设备生产机械、工具,M90/99,
N00,标准化、质量管理,N00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。
N01,技术管理,N00/09,技术文件管理，能源管理，设备与工具管理等。
N02,经济管理,N00/09,计划、供销、财务、劳资管理，技术服务。
N04,基础标准与通用方法,N00/09,术语、符号、型号、分类命名，结构要素，环境条件，设计规范，统一信号、接口、造型，通用技术条件等。各种影响量通用试验方法，可靠性、通用技术参数及质量评定试验方法等。通用环境条件及其试验方法入A21。
N05,仪器、仪表用材料和元件,N00/09,光学玻璃、光学晶体等。仪表传感元件、弹性元件、电磁元件、光学元件、显示元件、机电元件等。晶体矿产品入D58。铸造磁钢入K14，激光器件入L51。
N06,工艺与工艺装备,N00/09,仪器、仪表通用工艺规程、特殊工艺装备与设备等。
N07,电子计算机应用,N00/09,
N08,标志、包装、运输、贮存,N00/09,
N09,卫生、安全、劳动保护,N00/09,仪器防爆、安全规则，仪表生产安全、劳动保护规定等。
N10,工业自动化与控制装置综合,N10/19,设计规范，通用基础件，产品性能表示方法、评定方法，动态响应试验方法等。
N11,温度与压力仪表,N10/19,各种常用与精密温度计、压力表、热电隅器、热电阻等。
N12,流量与物位仪表,N10/19,各种常用流量计、料值计、水位计、物位计及控制器等。
N13,机械量仪表、自动秤重装置与其他检测仪表,N10/19,各种常用机械量仪表（测厚仪、位置测量仪等）速度、加速度和转速表、震幅计、电阻应变传感应器、电子皮带秤、电子轨道衡及火焰监测仪表等。
N14,显示记录仪表,N10/19,电动与气动自动平衡记录仪表、动圈式指示仪表、自动记录电表、电元积算器等。
N15,调节仪表,N10/19,电动、气动单元组合仪表，基地式仪表，简易调节器等。
N16,执行器,N10/19,仪器、仪表用调节阀、电磁阀、电动执行机构，阀门定位器等。
N17,自动控制与遥控装置,N10/19,工业用组装式自控装置，集中控制装置，遥测、遥信、遥控装置，程序控制器等。
N18,工业控制机与计算技术应用装置,N10/19,工业控制机性能评定、数据采集装置、自动绘图仪、工业控制计算机外围设备、分散型控制系统、可编程序控制器等。
N19,其他自动化装置,N10/19,自动化管理系统及其设备，自动报警系统及其设备等。应用同位素的报警装置入此。
N20,电工仪器、仪表综合,N20/29,参数系列，设计导则，通用基础件、质量评定方法等。
N21,电测模拟指示仪表,N20/29,安装式与携带式电流、电压、电阻、电频率、相位、同步、电功率等指示仪表。
N22,电能测量和负荷控制系统,N20/29,常用交直流电度表、最高需量电度表，电子式电度表及电力定量器控制器、交费率、电力监控装置及测试系统等。
N23,数字显示仪表,N20/29,各种电量、非电量数字仪表、数字显示的机械式量具、量仪、光学仪器等。
N24,测磁仪器,N20/29,磁感，磁场强度及磁通测量仪器等。
N25,交直流电工仪器记录仪器,N20/29,电阻、电容、电感测量仪器，电桥、电位差计等。
N26,综合测试系统,N20/29,电量及非电量自动测试系统与分选装置等。
N27,记录仪器及光线示波器,N20/29,磁电系统记录、电表、电动系统记录电表、光记录示波器等。
N28,扩大量限和交换器,N20/29,仪用电流、电压互感器、分流器、分压器，电流、电压交换器等。
N29,电工参数检验及电源装置,N20/29,电工参数校验装置、稳定电源，电流、电压发生器等。仪表用电池入K82。
N30,光学仪器综合,N30/39,参数系列，设计导则，通用基础件、质量评定方法，通用工艺等。
N31,望远镜、大地测量与航测仪器,N30/39,望远镜、观剧镜，经纬镜、水准仪、平板仪、测距仪，航测成套仪器及图象处理系统装备等。
N32,放大镜与显微镜,N30/39,
N33,电子光学与其他物理光学仪器,N30/39,电子显微镜，电子探针，分光光度计，摄谱仪，单色仪，光弹仪，色度计，以及平行光管，准直光管，干涉仪，光学传递函数测量仪等。
N34,光学计量仪器,N30/39,通用基础件及测量附件，光学计，分光光度头，测角仪，万能工具显微镜，座标测量机，测长仪、投影仪等。
N35,光学测试仪器,N30/39,光学零部件、光学系统特性、光学材料测试仪器等。
N38,光学设备,N30/39,图象发生器，光刻机、曝光机、照相排字机、翻板机等。
N40,电影、照相、缩微、复印设备综合,N40/49,参数系列、通用基础件、质量评定方法通则等。
N41,制片设备,N40/49,胶片制作设备，电气摄影、录音设备，洗片、印片设备及其辅助设备，剪辑设备，护片设备等。
N42,放映设备及其配件,N40/49,各种放映机，电影放映银幕，放映用灯源、反光碗等。
N43,镜头,N40/49,放映镜头、摄影镜头、变焦距镜头、印片镜头等。
N44,测试设备与检验片仪器,N40/49,胶片解象力、涂层、透射光、卷曲度、耐折度等测试仪器，密度仪、照度计、感光仪、银幕宽度计、镜头焦点清晰度检查仪，画面、声带等检验片等。
N45,投影器、幻灯机,N40/49,透射、反射投影器，圆盘、直线自动幻灯机，制片设备及辅助设备等。
N46,照相机与照相器具,N40/49,各种照相机、快门及三角架、闪光灯、放大机、彩色扩印设备、曝光表、印相机、切边机、上光机、显影罐等。
N47,缩微复印机械,N40/49,缩微阅读设备，复印机、胶印机、制版机、誉印机、速印机及所用器材等。静电复印材料入G81。
N50,物质成份分析仪器与环境监测仪器综合,N50/59,参数系列、气体分析、制备方法、环境试验、设计规程、工艺规范、通用基础件与质量评定方法等。
N51,物性分析仪器,N50/59,密度、粘度、浓度、湿度、比重、pH值、浊度等分析仪器。
N52,色谱仪,N50/59,气体、液体色谱仪、过程测量控制用工业色谱仪等。
N53,电化学、热化学、光学式分析仪器,N50/59,热导、电导、极谱、磁性、比色分析仪器等。
N54,质谱仪、液谱仪、能谱仪及其联用装置,N50/59,质谱仪，控磁共振液谱仪，质谱、色谱联用装置等。
N55,其他物质成份分析仪器,N50/59,油品分析仪器、采样器等。
N56,环境监测仪器及其成套装置,N50/59,空气（包括各种粉尘测量仪，一氧化碳、硫化氢等有关有害气体测量仪）、水质监测仪器及其成套装置。
N60,实验室仪器与真空仪器综合,N60/69,参数系列、设计导则，通用基础件与质量评定通则等。
N61,实验室基础设备,N60/69,天平与砝码，离心机与筛分仪器，高压釜与热学测试仪器，试验箱及试验设备等。
N62,应变仪、铸造仪器、动力测试仪器,N60/69,应变测量仪，应力应变数据处理装置，转矩转速仪，油耗仪，打滑率测定仪，高低压指示装置，四参数动力测试仪，型砂试验仪器，合金铸造性能测试仪器，铸件质量测试仪器等。
N63,土壤与农作物测试仪器,N60/69,承压仪、渗透仪、土攘硬度仪、土壤温度仪，土壤水分速测仪，种子物理性能测定仪、禾苗强度测定仪、作物茎干物理性能测定仪、磁性金属测定仪等。
N64,实验室用玻璃、陶瓷、塑料器皿,N60/69,量杯、烧瓶、试管、漏斗、滴定管等。
N65,声学仪器与测震仪,N60/69,声级计、噪声测量仪、声级校准仪，压电加速计，视分放大器，超低频功率放大器，振动测量仪，机械阻抗测试装置，定音响振动分析装置等。
N67,金相试验仪器及其他试验室仪器,N60/69,
N68,真空检测仪表与装置,N60/69,
N70,试验机与无损探伤仪器综合,N70/79,参数系列、设计导则、通用基础件与附属装置、通用工艺守则等。
N71,金属材料试验机,N70/79,拉压、扭转、硬度、冲击、疲劳、蠕变等试验机。
N72,非金属材料试验机,N70/79,塑料、橡胶、木材、纸张、皮革、纤维、陶瓷、涂层等试验机。
N73,机械振动、冲击设备与动平衡机,N70/79,机械、电动、电液伺服的冲击台、碰撞台、振动台、动平衡机及其安全装置等。
N74,力与变形测试仪器,N70/79,测力计、转距计、负荷传感器、引伸计等。
N75,工艺试验机与包装试验机,N70/79,原料磨损试验机，四球摩擦试验机，环块磨损试验机。杯定试验机，弹簧试验机，滚动、自由跌落、倾斜跌落、弹跳、堆垛等包装试验机。
N77,超声波与声放射探伤仪器,N70/79,超声波探伤仪、超声波探头、声放射探伤仪、换能器等。
N78,Ｘ射线、磁粉、荧光及其他探伤仪器,N70/79,
N91,地球科学仪器,N90/99,测绘仪器，地球物理观测仪器，地质勘探仪器等。
N92,海洋仪器,N90/99,术语、环境试验条件及其试验方法、海洋水文观测仪器、海洋物理仪器、海洋化学仪器、海洋地质仪器、海洋生物仪器、海洋监测浮标等。与气象仪器通用的入N95。
N93,水文与水利仪器,N90/99,流速计、土工试验仪器、大坝观察仪器等。
N94,天文仪器,N90/99,天文望远镜、天体测量仪器、人造天体观察仪器、天象仪等。
N95,气象仪器,N90/99,地面台站用仪器，高空、海洋、工业监测及农业用气象仪器等。
N96,时间计量仪器,N90/99,计时仪器，定时仪器，医疗、体育特殊用途钟表及石英钟、天文钟、分子钟、原子钟等。时间基准（标准）入A57。日用钟表入Y11。
P00,标准化、质量管理,P00/09,标准化工作法规，导则，质量监督与检验法规、导则，工程全面质量管理等。
P01,技术管理,P00/09,工程技术责任制、工程技术管理、技术档案管理、机具管理等。
P02,经济管理,P00/09,工程经济管理条例、办法，投资项目评价方法与参数，投资估算指标，用地指标，工期定额，设计周期定额，材料消耗定额，概预算定额，费用定额，单位造价指标，材料与设备预算价格，劳动定额，财务管理，成本核算，技术经济评价等。
P04,基础标准与通用方法,P00/09,术语、符号、制图，通用检测试验方法，通用气象参数，工矿企业总图等。
P07,电子计算机应用,P00/09,
P09,卫生、安全、劳动保护,P00/09,劳动卫生，施工安全，劳动保护规定等。
P10,工程勘察与岩土工程综合,P10/14,术语、符号、制图等。
P11,工程测量,P10/14,矿山、铁路、公路、水利、电力、工业企业及城市测量等。
P12,工程水文,P10/14,水系径流测量，泥沙含量，洪水观测，水文计算，地面水资源平价等。
P13,工程地质、水文地质勘察与岩土工程,P10/14,各类工程水文地质勘察，地下水资源评价，地热水勘察，城市规划地质勘察，各类工程地质勘察，岩土分类、评价与鉴定，土体边坡稳定性评价，地基承载力测定，土工试验等。
P14,工程物探与遥感勘探,P10/14,重力、磁法、电法、地震勘探，放射性测量和地球物理测量，遥感技术在工程地质勘察和水文地质勘察中的应用。
P15,工程抗震,P15/19,基础标准，地震裂度与设防等级，震害预测，各类工程建筑物、构筑物、管道、线路、设备的抗震等。
P16,工程防火,P15/19,基础标准，材料与结构的耐火性能、耐火等级，各类工矿企业与民用建筑设计防火，各类灭火系统、火灾自动报警系统、消防自动控制系统、灭火器装置等。
P18,人防工程,P15/19,基础标准，各类坑道式和附建式人防工程。
P20,工程结构综合,P20/29,术语、符号、图例，结构统一标准。负荷，结构试验等。
P21,土石方、遂道工程,P20/29,土石方，爆破、滑坡处理，水下土石方处理挡土墙、井巷、隧道、洞库工程等。
P22,地基、基础工程,P20/29,天然地基、桩基、特殊地基，地基防水，地基加固，地下加固，地下连续墙，沉井、沉箱、锚桩，设备基础等。
P23,木结构工程,P20/29,木材性能试验，木材处理，木结构、复合材料结构、胶合木结构等。
P24,砌体结构工程,P20/29,砖和砌块性能试验，砂浆、砖石砌体结构、砌块砌体结构、工业窑炉结构等。
P25,混凝土结构工程,P20/29,混凝土性能试验，混凝土结构、钢筋混凝土结构、预应力混凝土结构、轻混凝土结构、聚合物混凝土结构、特殊混凝土结构等。
P26,金属结构工程,P20/29,铆接、焊接与高强螺栓联接工艺，钢结构、铝合金结构、特种钢结构等。
P27,组合结构工程,P20/29,钢、混凝土组合结构，钢管混凝土结构、劲性钢筋混凝土结构、外包钢混凝土结构、钢木组合结构等。
P28,桥涵工程,P20/29,铁路、公路、市政、水利等桥梁与涵洞工程。
P30,工业与民用建筑工程综合,P30/39,术语、符号、制图、模数、尺寸系列，建筑气候分区，建筑物、构筑物等级等。
P31,建筑物理,P30/39,建筑热工、采光、照明、声学、节能及其测试评价方法等。
P32,建筑构造与装饰工程,P30/39,楼面、地面、屋面、内墙、外墙、顶棚、隔断、楼梯、门窗等，防水、防火、防腐蚀、防电磁辐射等构造措施，刷浆、喷涂、裱糊、块材饰面、锦饰、壁饰、雕壁等。
P33,居住与公共建筑工程,P30/39,居住建筑，办公、科教、文体、医疗、福利、博览、交通、邮电、商业、服务等公共建筑。
P34,工业建筑工程,P30/39,矿山、冶金、石油、化工、机械、核能、电子、电力、医药、轻工、纺织、建材、屠宰、仓储等工业建筑。
P35,农林牧渔业建筑工程,P30/39,农业、林业、蓄禽饲养、水产加工等房屋建筑。
P36,建筑维修工程,P30/39,工业与民用房屋鉴定及维修工程，古建筑维修等。
P40,给水、排水工程综合,P40/44,术语、符号、制图、给水量、排水量、水质及水源卫生防护等。
P41,室外给水、排水工程,P40/44,工业与民用取水、输配水与水处理，雨水、污水管道及泵站，污水、污泥处理、利用、运营及维修等。
P42,建筑给水、排水工程,P40/44,建筑给水、排水系统，加压与供热水系统等工程。
P45,供热、供气、空调及制冷工程综合,P45/49,术语、符号、制图等。
